mode,environment,dogs,gen,dog-avg,dog-max,dog-min,dog-std,fit-avg,fit-max,fit-min,fit-std,pen-avg,pen-max,pen-min,pen-std,shp-avg,shp-max,shp-min,shp-std,cap-avg,cap-max,cap-min,cap-std,mrph-avg,mrph-max,mrph-min,mrph-std
fixed,field,15dogs,55,0.6259316483353581,0.7678417091235392,0.3576628180439385,0.06523741965823207,0.36841111111111113,0.6188888888888888,0.00444444444444444,0.13348130907311878,0.31424780943954767,0.6449058921178853,0.11439572903523629,0.0808683345392985,0.28505648203935785,0.393424786914886,0.2197217047382313,0.03234006916519582,,,,,,,,
fixed,field,15dogs,56,0.6254070769607469,0.7784492517918703,0.3683940324924161,0.06628568833290002,0.36974444444444443,0.6177777777777778,0.00444444444444444,0.13060439530802345,0.3178878143851193,0.7027589829931522,0.1291103076596213,0.08627521690491222,0.2851956399871905,0.3983713711986481,0.21936253177157844,0.0333197955997946,,,,,,,,
fixed,field,15dogs,57,0.6287879460097039,0.7860425139735916,0.3953264667441502,0.06502318657285294,0.3739444444444444,0.63,0.00888888888888888,0.12923288449624032,0.31727238231214205,0.6943603893461393,0.12774890945883632,0.08522518312051684,0.2847774092430012,0.39489883081113253,0.21798087431209417,0.0324602871149768,,,,,,,,
fixed,field,15dogs,58,0.6281526848138503,0.7704096646018952,0.3912912221635655,0.0642101757056076,0.3706777777777778,0.6266666666666667,0.014444444444444435,0.12617561613961606,0.3159578307746027,0.6459987147686217,0.13175770781266125,0.08080192638637454,0.2846709831957147,0.39686738407842775,0.21537064084362995,0.03250932806029409,,,,,,,,
fixed,field,15dogs,59,0.6295492282898874,0.7686548325293886,0.35085812168848984,0.06608274905286989,0.3717111111111111,0.62,0.00555555555555555,0.1304740059782133,0.31672849767783634,0.6617222790039087,0.1119239513239719,0.08188898118365119,0.28431876318644256,0.4077736893745444,0.21007336655467487,0.03321391626778061,,,,,,,,
fixed,field,15dogs,60,0.6296488927784742,0.7826866438200718,0.38625241981808817,0.06657300632298126,0.37737777777777776,0.6444444444444445,0.00444444444444444,0.13453598968065053,0.317346057739228,0.6856196201687567,0.12541458589528892,0.08491331995653997,0.2840994298873267,0.3923142290737094,0.21775607265546051,0.033511739705864255,,,,,,,,
fixed,field,15dogs,61,0.6330473635593921,0.7774225823748206,0.40105304826830634,0.06054402805272409,0.3775222222222222,0.6444444444444445,0.012222222222222209,0.1312402924346857,0.3167636875835648,0.6904055061522052,0.13483496522407315,0.08066493028401114,0.2827711687900733,0.3874502580618597,0.21354459862398506,0.03232831728161651,,,,,,,,
fixed,field,15dogs,62,0.6331950298403942,0.7837404744021345,0.39763120433506544,0.06478001745299414,0.3823333333333333,0.64,0.015555555555555545,0.13271895236068126,0.3183570475304807,0.671816223031034,0.1375640335242529,0.07993354818749406,0.28352788853542477,0.39256743965071783,0.2148116748390223,0.03240263668350374,,,,,,,,
fixed,field,15dogs,63,0.6327743869953313,0.7730525814861787,0.41738534743246236,0.061035625810997765,0.38355555555555554,0.6488888888888888,0.00888888888888888,0.1368928849354419,0.3193349801316866,0.6947544474665208,0.1408043884187504,0.0813137061056169,0.2834796267344869,0.39913439090417757,0.21297554913043126,0.033106414184122905,,,,,,,,
fixed,field,15dogs,64,0.6352917616096148,0.7729578608227621,0.4043168483795781,0.06123409453206894,0.3879666666666666,0.6244444444444445,0.006666666666666659,0.12849261194041714,0.31928354484593313,0.6841713236934082,0.1477309120999959,0.08018723472840592,0.28156751651495177,0.3884980094606068,0.2033404660828131,0.032579012394735304,,,,,,,,
