group,metric,count,mean,std,min,max
ice_mud_high__20dogs,fit-min,20,0.01,0.021343747458109495,0.0,0.06666666666666667
ice_mud_high__20dogs,fit-std,20,0.17564078386105333,0.031208947082656983,0.08654542801968866,0.22955875549022786
ice_mud_high__20dogs,gen,20,100.0,0.0,100.0,100.0
ice_mud_high__20dogs,pen-avg,20,0.3762989275283522,0.08211138110618324,0.2905184343744494,0.6053122461268494
ice_mud_high__20dogs,pen-max,20,0.7064314371211224,0.07658767579768068,0.5405290420830254,0.8015946441692884
ice_mud_high__20dogs,pen-min,20,0.16420000343870622,0.10530348422481807,0.04641927180181655,0.4144340249976797
ice_mud_high__20dogs,pen-std,20,0.07325371175342148,0.014093772128206927,0.046981708612081924,0.10650517088972
ice_mud_high__20dogs,shp-avg,20,0.35095608632914405,0.012728014139196987,0.3357804253523577,0.3853821356037713
ice_mud_high__20dogs,shp-max,20,0.4567047580719075,0.02744768119313716,0.40632495469334895,0.5123501342462772
ice_mud_high__20dogs,shp-min,20,0.26476863044783183,0.020786251109391144,0.21973576808685324,0.29135101228632115
ice_mud_high__20dogs,shp-std,20,0.03648148707115832,0.006055937568438876,0.02627357863525882,0.05197382127538742
ice_mud_low__15dogs,dog-avg,20,0.674708585033134,0.040582549934278796,0.5881140273061406,0.7368837685393266
ice_mud_low__15dogs,dog-max,20,0.7699638819568267,0.0297135607854057,0.7205697155437326,0.8254092227448306
ice_mud_low__15dogs,dog-min,20,0.4402541771439067,0.12534259473296824,0.17694328297151266,0.6380463755288118
ice_mud_low__15dogs,dog-std,20,0.04961033530490739,0.012666241780552439,0.026090140087314053,0.0821010758319772
ice_mud_low__15dogs,fit-avg,20,0.4983333333333333,0.06645352966500927,0.37288888888888894,0.636
ice_mud_low__15dogs,fit-max,20,0.7522222222222222,0.07210246481292278,0.6222222222222222,0.8666666666666667
ice_mud_low__15dogs,fit-min,20,0.0077777777777777776,0.023596400646217004,0.0,0.08888888888888889
ice_mud_low__15dogs,fit-std,20,0.14900024702038223,0.01569234987677749,0.12522690516729132,0.18152984994141622
ice_mud_low__15dogs,gen,20,100.0,0.0,100.0,100.0
ice_mud_low__15dogs,pen-avg,20,0.3716434448095954,0.09799802769319027,0.2692515191336713,0.6157216413893866
ice_mud_low__15dogs,pen-max,20,0.6828701460676534,0.09626676212373521,0.48023724147477553,0.9074332819119016
ice_mud_low__15dogs,pen-min,20,0.16172142793422783,0.10048780903390762,0.03360871558101347,0.43951901828012346
